year,rank,country,happiness,GDP,social_support,healthy,freedom,generosity,corruption,rank,happiness,GDP,social_support2019,healthy,freedom2019,generosity,corruption,rank2020,happiness,GDP,social_support,healthy,freedom,generosity,corruption,dystopia2020,rank2021,happiness,GDP,social_support,healthy,freedom,generosity,corruption,dystopia2021,rank2022,happiness,GDP,social_support,healthy,freedom,generosity,corruption,dystopia2022
2020,,Slovakia,,,,,,,,,,,,,,,,37.0,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,,,,,,,,,,,,,,,,,,
2020,,Uzbekistan,,,,,,,,,,,,,,,,38.0,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,,,,,,,,,,,,,,,,,,
2020,,Chile,,,,,,,,,,,,,,,,39.0,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,,,,,,,,,,,,,,,,,,
2020,,Bahrain,,,,,,,,,,,,,,,,40.0,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,,,,,,,,,,,,,,,,,,
2020,,Lithuania,,,,,,,,,,,,,,,,41.0,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,,,,,,,,,,,,,,,,,,
2020,,Trinidad and Tobago,,,,,,,,,,,,,,,,42.0,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,,,,,,,,,,,,,,,,,,
2020,,Poland,,,,,,,,,,,,,,,,43.0,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,,,,,,,,,,,,,,,,,,
2020,,Colombia,,,,,,,,,,,,,,,,44.0,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,,,,,,,,,,,,,,,,,,
2020,,Cyprus,,,,,,,,,,,,,,,,45.0,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,,,,,,,,,,,,,,,,,,
2020,,Nicaragua,,,,,,,,,,,,,,,,46.0,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,,,,,,,,,,,,,,,,,,
2020,,Romania,,,,,,,,,,,,,,,,47.0,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,,,,,,,,,,,,,,,,,,
2020,,Kuwait,,,,,,,,,,,,,,,,48.0,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,,,,,,,,,,,,,,,,,,
2020,,Mauritius,,,,,,,,,,,,,,,,49.0,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543,,,,,,,,,,,,,,,,,,
2020,,Kazakhstan,,,,,,,,,,,,,,,,50.0,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,,,,,,,,,,,,,,,,,,
2020,,Estonia,,,,,,,,,,,,,,,,51.0,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,,,,,,,,,,,,,,,,,,
2020,,Philippines,,,,,,,,,,,,,,,,52.0,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,,,,,,,,,,,,,,,,,,
2020,,Hungary,,,,,,,,,,,,,,,,53.0,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,,,,,,,,,,,,,,,,,,
2020,,Thailand,,,,,,,,,,,,,,,,54.0,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,,,,,,,,,,,,,,,,,,
2020,,Argentina,,,,,,,,,,,,,,,,55.0,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,,,,,,,,,,,,,,,,,,
2020,,Honduras,,,,,,,,,,,,,,,,56.0,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,,,,,,,,,,,,,,,,,,
2020,,Latvia,,,,,,,,,,,,,,,,57.0,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,,,,,,,,,,,,,,,,,,
2020,,Ecuador,,,,,,,,,,,,,,,,58.0,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,,,,,,,,,,,,,,,,,,
2020,,Portugal,,,,,,,,,,,,,,,,59.0,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,,,,,,,,,,,,,,,,,,
2020,,Jamaica,,,,,,,,,,,,,,,,60.0,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,,,,,,,,,,,,,,,,,,
2020,,South Korea,,,,,,,,,,,,,,,,61.0,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,,,,,,,,,,,,,,,,,,
2020,,Japan,,,,,,,,,,,,,,,,62.0,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,,,,,,,,,,,,,,,,,,
2020,,Peru,,,,,,,,,,,,,,,,63.0,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,,,,,,,,,,,,,,,,,,
2020,,Serbia,,,,,,,,,,,,,,,,64.0,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,,,,,,,,,,,,,,,,,,
2020,,Bolivia,,,,,,,,,,,,,,,,65.0,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,,,,,,,,,,,,,,,,,,
2020,,Pakistan,,,,,,,,,,,,,,,,66.0,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,,,,,,,,,,,,,,,,,,
2020,,Paraguay,,,,,,,,,,,,,,,,67.0,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,,,,,,,,,,,,,,,,,,
2020,,Dominican Republic,,,,,,,,,,,,,,,,68.0,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,,,,,,,,,,,,,,,,,,
2020,,Bosnia and Herzegovina,,,,,,,,,,,,,,,,69.0,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,,,,,,,,,,,,,,,,,,
2020,,Moldova,,,,,,,,,,,,,,,,70.0,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,,,,,,,,,,,,,,,,,,
2020,,Tajikistan,,,,,,,,,,,,,,,,71.0,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,,,,,,,,,,,,,,,,,,
2020,,Montenegro,,,,,,,,,,,,,,,,72.0,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,,,,,,,,,,,,,,,,,,
2020,,Russia,,,,,,,,,,,,,,,,73.0,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,,,,,,,,,,,,,,,,,,
2020,,Kyrgyzstan,,,,,,,,,,,,,,,,74.0,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,,,,,,,,,,,,,,,,,,
2020,,Belarus,,,,,,,,,,,,,,,,75.0,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,,,,,,,,,,,,,,,,,,
2020,,North Cyprus,,,,,,,,,,,,,,,,76.0,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,,,,,,,,,,,,,,,,,,
2020,,Greece,,,,,,,,,,,,,,,,77.0,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0.0,0.048844352,2.016179085,,,,,,,,,,,,,,,,,,
2020,,Hong Kong S.A.R. of China,,,,,,,,,,,,,,,,78.0,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,,,,,,,,,,,,,,,,,,
2020,,Croatia,,,,,,,,,,,,,,,,79.0,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,,,,,,,,,,,,,,,,,,
2020,,Libya,,,,,,,,,,,,,,,,80.0,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,,,,,,,,,,,,,,,,,,
2020,,Mongolia,,,,,,,,,,,,,,,,81.0,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,,,,,,,,,,,,,,,,,,
2020,,Malaysia,,,,,,,,,,,,,,,,82.0,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,,,,,,,,,,,,,,,,,,
2020,,Vietnam,,,,,,,,,,,,,,,,83.0,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,,,,,,,,,,,,,,,,,,
2020,,Indonesia,,,,,,,,,,,,,,,,84.0,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,,,,,,,,,,,,,,,,,,
2020,,Ivory Coast,,,,,,,,,,,,,,,,85.0,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501,,,,,,,,,,,,,,,,,,
2020,,Benin,,,,,,,,,,,,,,,,86.0,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,,,,,,,,,,,,,,,,,,
2020,,Maldives,,,,,,,,,,,,,,,,87.0,5.197599888,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774,,,,,,,,,,,,,,,,,,
2020,,Congo (Brazzaville),,,,,,,,,,,,,,,,88.0,5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534,,,,,,,,,,,,,,,,,,
2020,,Azerbaijan,,,,,,,,,,,,,,,,89.0,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,,,,,,,,,,,,,,,,,,
2020,,Macedonia,,,,,,,,,,,,,,,,90.0,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,1.617594957,,,,,,,,,,,,,,,,,,
2020,,Ghana,,,,,,,,,,,,,,,,91.0,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,,,,,,,,,,,,,,,,,,
2020,,Nepal,,,,,,,,,,,,,,,,92.0,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,,,,,,,,,,,,,,,,,,
2020,,Turkey,,,,,,,,,,,,,,,,93.0,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,,,,,,,,,,,,,,,,,,
2020,,China,,,,,,,,,,,,,,,,94.0,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,,,,,,,,,,,,,,,,,,
2020,,Turkmenistan,,,,,,,,,,,,,,,,95.0,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,,,,,,,,,,,,,,,,,,
2020,,Bulgaria,,,,,,,,,,,,,,,,96.0,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0.0,1.294961452,,,,,,,,,,,,,,,,,,
2020,,Morocco,,,,,,,,,,,,,,,,97.0,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,,,,,,,,,,,,,,,,,,
2020,,Cameroon,,,,,,,,,,,,,,,,98.0,5.084899902,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,2.719370842,,,,,,,,,,,,,,,,,,
2020,,Venezuela,,,,,,,,,,,,,,,,99.0,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,,,,,,,,,,,,,,,,,,
2020,,Algeria,,,,,,,,,,,,,,,,100.0,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,,,,,,,,,,,,,,,,,,
2020,,Senegal,,,,,,,,,,,,,,,,101.0,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,,,,,,,,,,,,,,,,,,
2020,,Guinea,,,,,,,,,,,,,,,,102.0,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809,,,,,,,,,,,,,,,,,,
2020,,Niger,,,,,,,,,,,,,,,,103.0,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577,,,,,,,,,,,,,,,,,,
2020,,Laos,,,,,,,,,,,,,,,,104.0,4.888599873,0.714693844,0.987391889,0.486378282,0.612027287,0.27266711,0.194273964,1.621152639,,,,,,,,,,,,,,,,,,
2020,,Albania,,,,,,,,,,,,,,,,105.0,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,,,,,,,,,,,,,,,,,,
2020,,Cambodia,,,,,,,,,,,,,,,,106.0,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,,,,,,,,,,,,,,,,,,
2020,,Bangladesh,,,,,,,,,,,,,,,,107.0,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898,,,,,,,,,,,,,,,,,,
2020,,Gabon,,,,,,,,,,,,,,,,108.0,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552,,,,,,,,,,,,,,,,,,
2020,,South Africa,,,,,,,,,,,,,,,,109.0,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,1.625117302,,,,,,,,,,,,,,,,,,
2020,,Iraq,,,,,,,,,,,,,,,,110.0,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,,,,,,,,,,,,,,,,,,
2020,,Lebanon,,,,,,,,,,,,,,,,111.0,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,,,,,,,,,,,,,,,,,,
2020,,Burkina Faso,,,,,,,,,,,,,,,,112.0,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,,,,,,,,,,,,,,,,,,
2020,,Gambia,,,,,,,,,,,,,,,,113.0,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465,,,,,,,,,,,,,,,,,,
2020,,Mali,,,,,,,,,,,,,,,,114.0,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,,,,,,,,,,,,,,,,,,
2020,,Nigeria,,,,,,,,,,,,,,,,115.0,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,,,,,,,,,,,,,,,,,,
2020,,Armenia,,,,,,,,,,,,,,,,116.0,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,,,,,,,,,,,,,,,,,,
2020,,Georgia,,,,,,,,,,,,,,,,117.0,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,,,,,,,,,,,,,,,,,,
2020,,Iran,,,,,,,,,,,,,,,,118.0,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,,,,,,,,,,,,,,,,,,
2020,,Jordan,,,,,,,,,,,,,,,,119.0,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,,,,,,,,,,,,,,,,,,
2020,,Mozambique,,,,,,,,,,,,,,,,120.0,4.623600006,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2.221216202,,,,,,,,,,,,,,,,,,
2020,,Kenya,,,,,,,,,,,,,,,,121.0,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,,,,,,,,,,,,,,,,,,
2020,,Namibia,,,,,,,,,,,,,,,,122.0,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,,,,,,,,,,,,,,,,,,
2020,,Ukraine,,,,,,,,,,,,,,,,123.0,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,,,,,,,,,,,,,,,,,,
2020,,Liberia,,,,,,,,,,,,,,,,124.0,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851,,,,,,,,,,,,,,,,,,
2020,,Palestinian Territories,,,,,,,,,,,,,,,,125.0,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701,,,,,,,,,,,,,,,,,,
2020,,Uganda,,,,,,,,,,,,,,,,126.0,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,,,,,,,,,,,,,,,,,,
2020,,Chad,,,,,,,,,,,,,,,,127.0,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,,,,,,,,,,,,,,,,,,
2020,,Tunisia,,,,,,,,,,,,,,,,128.0,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,,,,,,,,,,,,,,,,,,
2020,,Mauritania,,,,,,,,,,,,,,,,129.0,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,,,,,,,,,,,,,,,,,,
2020,,Sri Lanka,,,,,,,,,,,,,,,,130.0,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,,,,,,,,,,,,,,,,,,
2020,,Congo (Kinshasa),,,,,,,,,,,,,,,,131.0,4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2.437864304,,,,,,,,,,,,,,,,,,
2020,,Swaziland,,,,,,,,,,,,,,,,132.0,4.308100224,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,1.686207294,,,,,,,,,,,,,,,,,,
2020,,Myanmar,,,,,,,,,,,,,,,,133.0,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,,,,,,,,,,,,,,,,,,
2020,,Comoros,,,,,,,,,,,,,,,,134.0,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907,,,,,,,,,,,,,,,,,,
2020,,Togo,,,,,,,,,,,,,,,,135.0,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,,,,,,,,,,,,,,,,,,
2020,,Ethiopia,,,,,,,,,,,,,,,,136.0,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,,,,,,,,,,,,,,,,,,
2020,,Madagascar,,,,,,,,,,,,,,,,137.0,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,,,,,,,,,,,,,,,,,,
2020,,Egypt,,,,,,,,,,,,,,,,138.0,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,,,,,,,,,,,,,,,,,,
2020,,Sierra Leone,,,,,,,,,,,,,,,,139.0,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801,,,,,,,,,,,,,,,,,,
2020,,Burundi,,,,,,,,,,,,,,,,140.0,3.775300026,0.0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378,,,,,,,,,,,,,,,,,,
2020,,Zambia,,,,,,,,,,,,,,,,141.0,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,,,,,,,,,,,,,,,,,,
2020,,Haiti,,,,,,,,,,,,,,,,142.0,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,,,,,,,,,,,,,,,,,,
2020,,Lesotho,,,,,,,,,,,,,,,,143.0,3.652800083,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,1.445513964,,,,,,,,,,,,,,,,,,
2020,,India,,,,,,,,,,,,,,,,144.0,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,,,,,,,,,,,,,,,,,,
2020,,Malawi,,,,,,,,,,,,,,,,145.0,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282,,,,,,,,,,,,,,,,,,
2020,,Yemen,,,,,,,,,,,,,,,,146.0,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,,,,,,,,,,,,,,,,,,
2020,,Botswana,,,,,,,,,,,,,,,,147.0,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,,,,,,,,,,,,,,,,,,
2020,,Tanzania,,,,,,,,,,,,,,,,148.0,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,,,,,,,,,,,,,,,,,,
2020,,Central African Republic,,,,,,,,,,,,,,,,149.0,3.475899935,0.041072082,0.0,0.0,0.292814463,0.253513217,0.028264718,2.860197544,,,,,,,,,,,,,,,,,,
2020,,Rwanda,,,,,,,,,,,,,,,,150.0,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,,,,,,,,,,,,,,,,,,
2020,,Zimbabwe,,,,,,,,,,,,,,,,151.0,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,,,,,,,,,,,,,,,,,,
2020,,South Sudan,,,,,,,,,,,,,,,,152.0,2.816600084,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278,,,,,,,,,,,,,,,,,,
2020,,Afghanistan,,,,,,,,,,,,,,,,153.0,2.566900015,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,1.507235646,,,,,,,,,,,,,,,,,,
2021,,Finland,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.842,1.446,1.106,0.741,0.691,0.124,0.481,3.253,,,,,,,,,
2021,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.62,1.502,1.108,0.763,0.686,0.208,0.485,2.868,,,,,,,,,
2021,,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.571,1.566,1.079,0.816,0.653,0.204,0.413,2.839,,,,,,,,,
2021,,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.554,1.482,1.172,0.772,0.698,0.293,0.17,2.967,,,,,,,,,
2021,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.464,1.501,1.079,0.753,0.647,0.302,0.384,2.798,,,,,,,,,
2021,,Norway,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.392,1.543,1.108,0.782,0.703,0.249,0.427,2.58,,,,,,,,,
2021,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.363,1.478,1.062,0.763,0.685,0.244,0.448,2.683,,,,,,,,,
2021,,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.324,1.751,1.003,0.76,0.639,0.166,0.353,2.653,,,,,,,,,
2021,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.277,1.4,1.094,0.785,0.665,0.276,0.445,2.612,,,,,,,,,
2021,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.268,1.492,1.062,0.782,0.64,0.215,0.292,2.784,,,,,,,,,
2021,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.183,1.453,1.076,0.801,0.647,0.291,0.317,2.598,,,,,,,,,
2021,,Israel,,,,,,,,,,,,,,,,,,,,,,,,,12.0,7.157,1.376,1.074,0.788,0.509,0.208,0.119,3.083,,,,,,,,,
2021,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.155,1.48,0.993,0.757,0.6,0.195,0.306,2.824,,,,,,,,,
2021,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.103,1.447,1.044,0.798,0.648,0.246,0.335,2.585,,,,,,,,,
2021,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.085,1.644,1.092,0.753,0.606,0.238,0.367,2.384,,,,,,,,,
2021,,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.069,1.134,0.966,0.722,0.673,0.105,0.083,3.387,,,,,,,,,
2021,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,17.0,7.064,1.423,1.062,0.757,0.58,0.34,0.306,2.596,,,,,,,,,
2021,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,18.0,6.965,1.37,1.09,0.703,0.58,0.052,0.046,3.124,,,,,,,,,
2021,,United States,,,,,,,,,,,,,,,,,,,,,,,,,19.0,6.951,1.533,1.03,0.621,0.554,0.252,0.154,2.807,,,,,,,,,
2021,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,20.0,6.834,1.463,0.998,0.747,0.489,0.088,0.187,2.862,,,,,,,,,
2021,,France,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.69,1.421,1.081,0.804,0.536,0.092,0.235,2.521,,,,,,,,,
2021,,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,22.0,6.647,1.409,0.899,0.662,0.661,0.246,0.139,2.631,,,,,,,,,
2021,,Malta,,,,,,,,,,,,,,,,,,,,,,,,,23.0,6.602,1.411,1.055,0.747,0.664,0.275,0.183,2.268,,,,,,,,,
2021,,Taiwan Province of China,,,,,,,,,,,,,,,,,,,,,,,,,24.0,6.584,1.48,0.982,0.665,0.49,0.142,0.139,2.687,,,,,,,,,
2021,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.561,1.555,0.86,0.594,0.67,0.236,0.223,2.422,,,,,,,,,
2021,,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6.494,1.435,0.964,0.571,0.603,0.09,0.163,2.668,,,,,,,,,
2021,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,27.0,6.491,1.375,1.057,0.826,0.462,0.135,0.124,2.513,,,,,,,,,
2021,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,28.0,6.483,1.393,0.94,0.798,0.379,0.133,0.047,2.794,,,,,,,,,
2021,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,29.0,6.461,1.36,1.093,0.722,0.69,0.122,0.085,2.388,,,,,,,,,
2021,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,30.0,6.435,0.845,0.79,0.519,0.638,0.163,0.105,3.375,,,,,,,,,
2021,,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,31.0,6.431,1.164,1.042,0.649,0.625,0.128,0.223,2.6,,,,,,,,,
2021,,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,32.0,6.377,1.695,1.019,0.897,0.664,0.176,0.547,1.379,,,,,,,,,
2021,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,33.0,6.372,0.937,0.807,0.483,0.593,0.356,0.014,3.182,,,,,,,,,
2021,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,34.0,6.331,1.304,1.066,0.653,0.468,0.107,0.018,2.714,,,,,,,,,
